id_estacion,linea,nombre_estacion,vestibulo,nombre_acceso,direccion
704,7,García Noblejas,García Noblejas,Hermanos García Noblejas,Luis Campos esq. Hermanos García Noblejas
704,7,García Noblejas,José Arcones Gil,José Arcones Gil,"José Arcones Gil, 108 (esq. Río Nervión)"
705,7,Ascao,Ascao,Ascao,"Ascao, 29 (Esq. Gutierr. Cetina)"
505,7,Pueblo Nuevo,Emilio Ferrari,Hermanos de Pablo,"Alcalá, 373 (próx. Hnos. de Pablo)"
505,7,Pueblo Nuevo,Emilio Ferrari,Ascensor,"Alcalá, 366"
505,7,Pueblo Nuevo,Emilio Ferrari,Emilio Ferrari,"Alcalá, 364"
505,7,Pueblo Nuevo,Vicente Espinel,Doctor Vallejo (Pileo-Dr. Vallejo),"Alcalá, 387"
505,7,Pueblo Nuevo,Vicente Espinel,Vicente Espinel,"Alcalá, 380 (Campuzano-V. Espinel)"
505,7,Pueblo Nuevo,Vicente Espinel,Campuzano,"Alcalá, 378 (Campuzano-V. Espinel)"
707,7,Barrio de la Concepción,Barrio de la Concepción,Virgen del Romero,"Pza. Virgen del Romero, 1 (esq. Virgen de los Reyes)"
707,7,Barrio de la Concepción,Barrio de la Concepción,Martínez Villergas,"Martínez Villergas, 1 (semiesq. Virgen del Val)"
707,7,Barrio de la Concepción,Barrio de la Concepción/Ascensor,Ascensor,"Martínez Villergas, 3"
708,7,Parque de las Avenidas,Parque de las Avenidas,"Avda. de Bruselas, impares","Avda. de Bruselas, impares"
708,7,Parque de las Avenidas,Parque de las Avenidas,"Avda. de Bruselas, pares","Avda. de Bruselas, 56"
709,7,Cartagena,Cartagena,"Avda. de América, impares","Avda. de América, s/n (esq. Av. C.P. Xifré)"
709,7,Cartagena,Cartagena,"Avda. de América, pares","Avda. de América, 32 (esq. Gremios)"
411,7,Avenida de América,Avenida de América,Intercambiador,Avenida de América frente al nº 7
411,7,Avenida de América,Avenida de América,"Av. América, pares","Av. América, 4"
411,7,Avenida de América,Francisco Silvela,Pedro Valdivia,"Pedro Valdivia, 31 (Francisco Silvela - Príncipe de Vergara)"
711,7,Gregorio Marañón,Gregorio Marañón,Miguel Ángel,"Miguel Ángel, 33"
711,7,Gregorio Marañón,Gregorio Marañón,Ascensor,José Abascal (esq. Castellana)
711,7,Gregorio Marañón,Gregorio Marañón,José Abascal,José Abascal (esq. Castellana)
712,7,Alonso Cano,Alonso Cano,José Abascal - Ponzano,"José Abascal, 20 (esq. Ponzano)"
712,7,Alonso Cano,Alonso Cano,José Abascal - Alonso Cano,"José Abascal, 24 (esq. Alonso Cano)"
712,7,Alonso Cano,Alonso Cano,Ascensor,"José Abascal, 20"
214,7,Canal,Canal,Ascensor,"Bravo Murillo, impares"
214,7,Canal,Canal,"Bravo Murillo, impares","Bravo Murillo, 47"
214,7,Canal,Canal,"Bravo Murillo, pares","Bravo Murillo, 40"
714,7,Islas Filipinas,Cristo Rey,Cea Bermúdez impares-Gaztambide,"Cea Bermúdez, 55"
714,7,Islas Filipinas,Cristo Rey,Cea Bermúdez pares-Gaztambide,"Cea Bermúdez, 64"
714,7,Islas Filipinas,Cristo Rey,Ascensor,"Cea Bermúdez, 51"
714,7,Islas Filipinas,Islas Filipinas,Cea Bermúdez pares-Guzmán el Bueno,"Cea Bermúdez, 50"
714,7,Islas Filipinas,Islas Filipinas,Cea Bermúdez impares-Guzmán el Bueno,"Cea Bermúdez, 43"
620,7,Guzmán el Bueno,General Rodrigo,"Av. Reina Victoria, impares - Guzmán el Bueno",Reina Victoria s/n
620,7,Guzmán el Bueno,General Rodrigo,General Rodrigo,"Maestro Ángel Llorca, 17 (R. Victoria-Hacienda)"
620,7,Guzmán el Bueno,General Rodrigo,Ascensor,"Reina Victoria, s/n"
620,7,Guzmán el Bueno,Reina Victoria,"Reina Victoria, pares","Reina Victoria, 30"
620,7,Guzmán el Bueno,Reina Victoria,Los Vascos,"Reina Victoria, 32 (Esq. Los Vascos)"
716,7,Francos Rodríguez,Francos Rodríguez,Moguer,"Moguer, 1"
716,7,Francos Rodríguez,Francos Rodríguez,Alejandro Rodríguez,"Alejandro Rodríguez, 37"
716,7,Francos Rodríguez,Francos Rodríguez,Ascensor,"Pablo Iglesias, 92"
716,7,Francos Rodríguez,Francos Rodríguez,"Pablo Iglesias, impares - Francos Rodríguez","Pablo Iglesias, 91"
716,7,Francos Rodríguez,Francos Rodríguez,"Pablo Iglesias, pares - Francos Rodríguez","Pablo Iglesias, 94"
717,7,Valdezarza,Valdezarza,Emerenciana Zurilla,"San Restituto, 58"
717,7,Valdezarza,Valdezarza,Armenteros,"Arciniega, 11"
717,7,Valdezarza,Virgen de la Paloma,Ascensor,"San Restituto, 72"
717,7,Valdezarza,Virgen de la Paloma,San Restituto,"San Restituto, 72"
718,7,Antonio Machado,Antonio Machado,Valderrodrigo-Valdesangil,Valderrodrigo (esq. Valdesangil)
718,7,Antonio Machado,Antonio Machado,Valderrodrigo,"Valderrodrigo, 82"
718,7,Antonio Machado,Antonio Machado,Ascensor,Valderrodrigo
719,7,Peñagrande,Peñagrande,"Vereda de Ganapanes, pares","Vereda de Ganapanes, s/n"
719,7,Peñagrande,Peñagrande,"Vereda de Ganapanes, impares","Vereda de Ganapanes, 33"
719,7,Peñagrande,Peñagrande,Ascensor,"Vereda de Ganapanes, impares (esq. Bañeza, 40)"
720,7,Avenida de la Ilustración,Avenida de la Ilustración,Islas Cíes,"Islas Cíes, 23"
720,7,Avenida de la Ilustración,Avenida de la Ilustración,Ascensor,"Islas Cíes, 23"
721,7,Lacoma,Lacoma,Riscos de Polanco,"Riscos de Polanco, 2"
721,7,Lacoma,Lacoma,Ascensor,"Riscos de Polanco, 2"
721,7,Lacoma,Lacoma,Ramón Gómez de la Serna,"Ramón Gómez de la Serna, 33"
722,7,Arroyofresno,Arroyofresno,Arroyo del Monte,"Parcela calles María de Maeztu (prox. Nº 52), Federica Montseny, Arroyo del Monte"
722,7,Arroyofresno,Arroyofresno,Ascensor,"Parcela calles María de Maeztu (prox. Nº 52), Federica Montseny, Arroyo del Monte"
723,7,Pitis,Pitis,Renfe,Renfe Cercanias
723,7,Pitis,Pitis,Ascensor,Gloria Fuertes a la altura del nº 181
723,7,Pitis,Pitis,Gloria Fuertes,Gloria Fuertes a la altura del nº 181
618,8,Nuevos Ministerios,Azca-Renfe,Azca-Cercanías-Ascensor 1,Entrada Corte Inglés
618,8,Nuevos Ministerios,Azca-Renfe,Centro Comercial,Entrada Corte Inglés
618,8,Nuevos Ministerios,Azca-Renfe,Azca-Cercanías-Ascensor 2,Entrada Corte Inglés
618,8,Nuevos Ministerios,Orense,Orense,"Orense, 2"
618,8,Nuevos Ministerios,Orense,Agustín de Bethancourt,"Agustín de Bethancourt, 25"
618,8,Nuevos Ministerios,Paseo de la Castellana,Renfe - Arcadas,"Nivel -1, limite entre Metro y los accesos de Renfe"
618,8,Nuevos Ministerios,Paseo de la Castellana,Renfe - Raimundo Fernández Villaverde,"Nivel -1, limite entre Metro y los accesos de Renfe"
618,8,Nuevos Ministerios,Paseo de la Castellana,Ascensor nº 5,"Pº de la Castellana, 67 en el bulevar"
618,8,Nuevos Ministerios,Paseo de la Castellana,"Pº de la Castellana, impares (bulevar)","Pº de la Castellana, 67 en el bulevar"
618,8,Nuevos Ministerios,Paseo de la Castellana,"Pº de la Castellana, pares","Pº de la Castellana,110. Esq. Joaquín Costa"
618,8,Nuevos Ministerios,Paseo de la Castellana,"Pº de la Castellana, impares",Pº de la Castellana esq. Raimundo Fdez. Villaverde
618,8,Nuevos Ministerios,Paseo de la Castellana,Ascensor nº 6,"Pº de la Castellana, 100"
618,8,Nuevos Ministerios,Paseo de la Castellana,"Pº de la Castellana, pares","Pº de la Castellana, 100"
618,8,Nuevos Ministerios,RENFE-Distribuidor,RENFE Cercanías,Nivel -2
802,8,Colombia,República Dominicana,"Principe Vergara, pares - Colombia","Principe Vergara, 260"
802,8,Colombia,República Dominicana,Ascensor,"Colombia, 3"
802,8,Colombia,República Dominicana,"Principe Vergara, impares - Pza. Rep. Dominicana","Principe Vergara, 273"
802,8,Colombia,República Dominicana,"Principe Vergara, pares - Pza. Rep. Dominicana","Principe Vergara, 266"
802,8,Colombia,República Dominicana,"Principe Vergara, impares - Colombia","Principe Vergara, 261"
803,8,Pinar del Rey,Pinar del Rey,Gran Vía de Hortaleza,"Gran Vía de Hortaleza, 47"
803,8,Pinar del Rey,Pinar del Rey,Ascensor,"Gran Vía de Hortaleza, frente 47 y 62"
418,8,Mar de Cristal,Mar de Cristal,Mar Adriático,Mar Adriático (Esq. Ayacucho)
418,8,Mar de Cristal,Mar de Cristal,Ascensor,Emigrantes (Esq. Arequipa)
418,8,Mar de Cristal,Mar de Cristal,Gta. Mar de Cristal,Centro Comercial
418,8,Mar de Cristal,Mar de Cristal,Arequipa,Emigrantes (Esq. Arequipa)
805,8,Feria de Madrid,Feria de Madrid,"Fería de Madrid, pabellones, pares","Pabellones, pares"
805,8,Feria de Madrid,Feria de Madrid,Ascensor,"Pabellones, pares"
805,8,Feria de Madrid,Feria de Madrid,Avda. Capital de España - Madrid,Avda. Capital de España - Madrid
805,8,Feria de Madrid,Feria de Madrid,"Fería de Madrid, pabellones, impares","Pabellones, impares"
806,8,Aeropuerto T1-T2-T3,Aeropuerto,Ascensor,
806,8,Aeropuerto T1-T2-T3,Aeropuerto,Ascensor,
806,8,Aeropuerto T1-T2-T3,Aeropuerto,"Terminales 1, 2, 3",Próximo terminal 2
807,8,Barajas,Barajas,Ascensor,"Avda. Logroño, 347"
807,8,Barajas,Barajas,Avda. Logroño,"Avda. Logroño, 347 (Esq. Cº Viejo de Hortaleza)"
808,8,Aeropuerto T4,Aeropuerto T4,Aeropuerto T4,Planta 0 de la terminal T-4
952,9,Paco de Lucía,Costa BRava,Costa Brava,"C/ Costa Brava, 18"
952,9,Paco de Lucía,Costa BRava,Ascensor,"C/ Costa Brava, 18"
951,9,Mirasierra,Mirasierra,Mirasierra,"C/ Ventisquero de la Condesa, 28"
951,9,Mirasierra,Mirasierra,Ascensor,"C/ Ventisquero de la Condesa, 28 esquina C/ Mirador de la Reina, 54"
901,9,Herrera Oria,Fermín Caballero,Ginzo de Limia,Ginzo de Limia (Semiesq F. Caballero)
901,9,Herrera Oria,Herrera Oria,Cardenal Herrera Oria,Ginzo de Limia (Semiesq H. Oria)
902,9,Barrio del Pilar,Melchor Fernández Almagro,Melchor Fernández Almagro,"Ginzo de Limia, 11"
902,9,Barrio del Pilar,Melchor Fernández Almagro,"Ginzo de Limia, pares","Ginzo de Limia, 2"
902,9,Barrio del Pilar,Plaza Mondáriz,"Ginzo de Limia, pares","Ginzo de Limia, 38"
902,9,Barrio del Pilar,Plaza Mondáriz,"Ginzo de Limia, impares","Ginzo de Limia, 29 (Próx. C.Comercial)"
903,9,Ventilla,Ventilla,"Avda. Asturias, impares","Avda. Asturias, impares"
903,9,Ventilla,Ventilla,"Avda. Asturias, pares","Avda. Asturias, pares"
101,9,Plaza de Castilla,Avenida de Asturias,Intercambiador,Límite Intercambiador/Metro
101,9,Plaza de Castilla,Bravo Murillo,Bravo Murillo,"Bravo Murillo, 377"
101,9,Plaza de Castilla,Castellana,Castellana,Fr. Dep. Canal Isabel II
101,9,Plaza de Castilla,Castellana,Ascensor,Plaza de Castilla esq. Paseo Castellana pares - acera del Canal de Isabel II
101,9,Plaza de Castilla,Plaza de Castilla,Ascensor,"Paseo de la Castellana, bulevar central"
101,9,Plaza de Castilla,Plaza de Castilla,Plaza de Castilla,Pº. Castellana bulevar central
101,9,Plaza de Castilla,Plaza de Castilla,Intercambiador Superficie,Intercambiador Superficie
101,9,Plaza de Castilla,Plaza de Castilla,Intercambiador Subterraneo,Interconexión con Intercambiador subterráneo
101,9,Plaza de Castilla,Plaza de Castilla,"Castellana, impares","Pº Castellana, 189 (junto a torres)"
905,9,Duque de Pastrana,Duque de Pastrana,Mateo Inurria,"Mateo Inurria, 36 (Esq. Pº de la Habana)"
906,9,Pío XII,Manuel Montilla,Avenida de Pío XII,"Avda. de Pío XII, 16 (Esq. Manuel Montilla)"
906,9,Pío XII,Pío XII,Avenida de Pío XII,"Avda. de Pío XII, 4 (Centro Comercial)"
802,9,Colombia,República Dominicana,"Principe Vergara, pares - Colombia","Principe Vergara, 260"
802,9,Colombia,República Dominicana,Ascensor,"Colombia, 3"
802,9,Colombia,República Dominicana,"Principe Vergara, impares - Pza. Rep. Dominicana","Principe Vergara, 273"
802,9,Colombia,República Dominicana,"Principe Vergara, pares - Pza. Rep. Dominicana","Principe Vergara, 266"
802,9,Colombia,República Dominicana,"Principe Vergara, impares - Colombia","Principe Vergara, 261"
908,9,Concha Espina,Plaza de Cataluña,Plaza de Cataluña,"Príncipe de Vergara, 204 (Pza. Cataluña)"
908,9,Concha Espina,Príncipe de Vergara,Príncipe de Vergara,"Príncipe de Vergara, 246 (P.Autom. G. Civil)"
909,9,Cruz del Rayo,Principe Vergara,"Principe Vergara, impares","Principe Vergara, 133"
909,9,Cruz del Rayo,Principe Vergara,"Principe Vergara, pares","Principe Vergara, 128"
909,9,Cruz del Rayo,Sánchez Pacheco,"Principe Vergara, impares","Principe Vergara, 181"
909,9,Cruz del Rayo,Sánchez Pacheco,"Principe Vergara, pares",Principe Vergara (esq. Sánchez Pacheco)
411,9,Avenida de América,Avenida de América,Intercambiador,Avenida de América frente al nº 7
411,9,Avenida de América,Avenida de América,"Av. América, pares","Av. América, 4"
411,9,Avenida de América,Francisco Silvela,Pedro Valdivia,"Pedro Valdivia, 31 (Francisco Silvela - Príncipe de Vergara)"
510,9,Núñez de Balboa,Juan Bravo,Velázquez,"Velázquez, 92 (Esq. Juan Bravo, 11)"
510,9,Núñez de Balboa,Juan Bravo,Núñez de Balboa,"Núñez de Balboa, 85 (Esq. Juan Bravo, 13)"
510,9,Núñez de Balboa,Marqués de Salamanca,Pza. Marqués de Salamanca,"Pza. Marqués de Salamanca, 10"
204,9,Príncipe de Vergara,Príncipe de Vergara,Alcalá,"Alcalá, 123 (Esq. Ppe. Vergara)"
204,9,Príncipe de Vergara,Príncipe de Vergara-Ascensor,Ascensor 1,"Príncipe de Vergara, 7"
204,9,Príncipe de Vergara,Príncipe de Vergara-Ascensor,Ascensor 2,"Príncipe de Vergara, 5"
913,9,Ibiza,Ibiza,Ibiza,"Ibiza 4 - 7, bulevar (Semiesq. Lope de Rueda)"
612,9,Sainz de Baranda,Doctor Esquerdo / Ascensor,Ascensor 1,"C/ Dr. Esquerdo, 62 (frente a C/Doctor Esquerdo, 107)"
612,9,Sainz de Baranda,Doctor Esquerdo / Ascensor,Ascensor 2,"C/ Dr. Esquerdo, 62 (frente a C/Doctor Esquerdo, 107)"
612,9,Sainz de Baranda,Sainz de Baranda,Sainz de Baranda,"C/ Dr. Esquerdo, 62"
612,9,Sainz de Baranda,Sainz de Baranda,Doctor Esquerdo,"C/ Dr. Esquerdo, 62 (frente a C/Doctor Esquerdo, 107)"
612,9,Sainz de Baranda,Sainz de Baranda,Rafael Salazar Alonso,"C/ Dr. Esquerdo, 103"
612,9,Sainz de Baranda,Sainz de Baranda,"Moneda, impares","C/ Dr. Esquerdo, 107"
915,9,Estrella,Estrella,Estrella Polar,"Sirio, 34"
915,9,Estrella,Moratalaz,"Camino de los Vinateros, impares","Camino de los Vinateros, 1"
915,9,Estrella,Moratalaz,"Camino de los Vinateros, pares","Camino de Vinateros, 10"
916,9,Vinateros,Arroyo Belincoso,Arroyo Belincoso,"Arroyo Belincoso, 36"
916,9,Vinateros,Arroyo Belincoso,"Vinateros, pares","Vinateros, 70"
916,9,Vinateros,Vinateros,Corregidor José de Pasamonte,"Vinateros, 104"
916,9,Vinateros,Vinateros,"Vinateros, impares","Vinateros, 75"
917,9,Artilleros,Juan de Bobadilla,"Vinateros, impares","Vinateros, 119 (Semiesq. Cañada, 47)"
917,9,Artilleros,Juan de Bobadilla,"Vinateros, pares","Vinateros, 172 (Semiesq. J. Bobadilla)"
917,9,Artilleros,Pico de Artilleros,Vinateros,"Pico de Vinateros, 126 (Esq. Vinateros, impares)"
917,9,Artilleros,Pico de Artilleros,Pico de Artilleros,"Pico de Artilleros, 59"
918,9,Pavones,Pavones,Ascensor,"Hacienda de Pavones, 340"
918,9,Pavones,Pavones,Terminal de Autobuses,"Hacienda de Pavones, s/n (pares frente al nº 215)"
918,9,Pavones,Pavones,"Hacienda de Pavones, impares","Hacienda de Pavones, 215"
919,9,Valdebernardo,Norte,Ascensor,Indalecio Prieto (parcela 24) (semiesq. Raya)
919,9,Valdebernardo,Norte,Bulevar Indalecio Prieto - Raya,Indalecio Prieto (parcela 23) (esq. Raya)
919,9,Valdebernardo,Sur,Bulevar Indalecio Prieto - Los Pinilla,"Indalecio Prieto, 33 (semiesq. Los Pinillas)"
920,9,Vicálvaro,Vicálvaro,"Pº Artilleros, impares","Pº Artilleros, s/n (C. Comercial)"
920,9,Vicálvaro,Vicálvaro,"Pº Artilleros, pares","Pº Artilleros, s/n (Universidad)"
920,9,Vicálvaro,Vicálvaro,Ascensor,"Pº Artilleros, s/n (Universidad)"
921,9,San Cipriano,San Cipriano,"San Cipriano, pares","San Cipriano, 44"
921,9,San Cipriano,San Cipriano,Ascensor,"San Cipriano, 50"
921,9,San Cipriano,San Cipriano,"San Cipriano, impares","San Cipriano, 55"
922,9,Puerta de Arganda,Puerta de Arganda,Renfe-Edificio de acceso,"Nivel 0, en el interior del edificio de acceso"
922,9,Puerta de Arganda,Puerta de Arganda,Ascensor no acceso independiente,"En el interior del edificio de acceso- no es exterior, ni un acceso independente"
922,9,Puerta de Arganda,Puerta de Arganda,Renfe-Correspondencia,Nivel -1 en el vestíbulo mixto Metro-Renfe
922,9,Puerta de Arganda,Puerta de Arganda,Terminal de Autobuses,"San Cipriano, 85"
924,9,Rivas Urbanizaciones,Rivas Urbanizaciones,Paseo del Ferrocarril,"Paseo del Ferrocarril, 9 RIVAS VACIAMADRID"
925,9,Rivas Futura,Rivas Futura,Ascensor,nivel parking RIVAS VACIAMADRID
925,9,Rivas Futura,Rivas Futura,Concepción Arenal,C/ Concepción Arenal esquina Avenida Aurelio Álvarez RIVAS VACIAMADRID
925,9,Rivas Futura,Rivas Futura,Marie Curie,C/ Marie Curie esquina C/ Concepción Arenal RIVAS VACIAMADRID
926,9,Rivas Vaciamadrid,Rivas Vaciamadrid,Wenceslao García,"Wenceslao García, s/n RIVAS VACIAMADRID"
927,9,La Poveda,La Poveda,Ctra. Campo Real,Ctra. Campo Real (M-300) Km. 2 ARGANDA DEL REY
928,9,Arganda del Rey,Arganda del Rey,Pº de la Estación,"Pº de la Estación, 37 ARGANDA DEL REY"
209,Ramal,Ópera,Plaza de Isabel II,Campomanes,"Plaza de Isabel II, 5"
209,Ramal,Ópera,Plaza de Isabel II,Arenal,"Plaza de Isabel II, 1 (Esq. Arenal)"
209,Ramal,Ópera,Plaza de Isabel II,Ascensor,"Plaza de Isabel II, 8"
625,Ramal,Príncipe Pío,Paseo de la Florida,Renfe,Puertas mamparas en nivel -1 a la izda de los torniquetes
625,Ramal,Príncipe Pío,Paseo de la Florida,Ascensor,"Pº de la Florida, 2"
625,Ramal,Príncipe Pío,Paseo de la Florida,Intercambiador,"Pº de la Florida, 2"
625,Ramal,Príncipe Pío,Renfe,Renfe,Limites Metro/Renfe en el vestibulo mixto
