line_number,station_name,station_id,url
11,Carabanchel Alto,1105,https://www.metromadrid.es/es/linea/linea-11#estacion-1105
11,La Peseta,1106,https://www.metromadrid.es/es/linea/linea-11#estacion-1106
11,La Fortuna,1107,https://www.metromadrid.es/es/linea/linea-11#estacion-1107
12,Puerta del Sur,1201,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1201
12,Parque Lisboa,1202,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1202
12,Alcorcón Central,1203,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1203
12,Parque Oeste,1204,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1204
12,Universidad Rey Juan Carlos,1205,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1205
12,Móstoles Central,1206,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1206
12,Pradillo,1207,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1207
12,Hospital de Móstoles,1208,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1208
12,Manuela Malasaña,1209,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1209
12,Loranca,1210,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1210
12,Parque Europa,1211,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1211
12,Hospital de Fuenlabrada,1212,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1212
12,Fuenlabrada Central,1214,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1214
12,Parque de los Estados,1215,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1215
12,Arroyo Culebro,1217,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1217
12,Conservatorio,1218,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1218
12,Alonso de Mendoza,1219,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1219
12,Getafe Central,1220,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1220
12,Juan de la Cierva,1221,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1221
12,El Casar,358,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-358
12,Los Espartales,1223,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1223
12,El Bercial,1224,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1224
12,El Carrascal,1225,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1225
12,Julián Besteiro,1226,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1226
12,Casa del Reloj,1227,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1227
12,Hospital Severo Ochoa,1228,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1228
12,Leganés Central,1229,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1229
12,San Nicasio,1230,https://www.metromadrid.es/es/linea/linea-12-metrosur#estacion-1230
Ramal,Ópera,209,https://www.metromadrid.es/es/linea/ramal#estacion-209
Ramal,Príncipe Pío,625,https://www.metromadrid.es/es/linea/ramal#estacion-625
